time,NearestPointAverage2,PressureDifference,NearestPointAverage2_trend,NearestPointAverage2_dt,NearestPointAverage2_lowess,PressureDifference_trend,PressureDifference_dt,PressureDifference_lowess
1998,8.401472834331532,1.5245055172124793,5.176768029630748,3.2247048047007842,0.48688050097840363,0.24164254833678767,1.2828629688756916,0.7381349188436487
1999,6.963893259129358,1.691273867682257,5.189737220102645,1.774156039026713,0.3661622337233946,0.2621188709042994,1.4291549967779575,0.5991685862515189
2000,7.702768660476148,2.24518657066851,5.2027232433300545,2.5000454171460937,0.28278562551534964,0.28306557857452497,1.9621209920939853,0.4857131328961579
2001,4.088914963140582,-0.2589150245313849,5.21572691607692,-1.1268119529363378,0.20722877752147664,0.30449350685368226,-0.5634085313850672,0.37502728194546053
2002,4.107430211056994,-1.0426767267746755,5.2287490551071985,-1.1213188440502044,0.12697606651397442,0.3264134912480102,-1.3690902180226856,0.2606979890446364
2003,1.6137240827316925,-1.0071430782431086,5.241790477184833,-3.6280663944531404,0.04314509827323284,0.3488363672637268,-1.3559794455068355,0.15026040144574274
2004,5.527839601005679,1.2815370113586941,5.254851999073772,0.2729876019319075,-0.05310139873344104,0.37177297040705715,0.909764040951637,0.058147678589313974
2005,4.560550230391545,-0.041551356325363234,5.267934437537958,-0.7073842071464131,-0.18031993193726914,0.39523413618421865,-0.4367854925095819,-0.023545997234408835
2006,5.131589515262997,-0.33724561338838205,5.281038609341349,-0.14944909407835194,-0.3216672399121149,0.41923070010145147,-0.7564763134898336,-0.10690712814615491
2007,7.458008494965131,2.6289222296283175,5.294165331247887,2.1638431637172433,-0.42967197186834655,0.4437734976649732,2.185148731963344,-0.17300982505892065
2008,6.194878111588901,1.2354205584122973,5.307315420021518,0.8875626915673829,-0.4751742385445996,0.46887336438100036,0.7665471940312969,-0.20406566178974164
2009,4.244998644527313,-1.3843784378620851,5.320489692426197,-1.0754910478988835,-0.463619339558955,0.49454113575577474,-1.8789195736178599,-0.19863240054259262
2010,1.1828773810134945,-4.1709854205778445,5.333688965225868,-4.150811584212374,-0.4401466092997565,0.5207876472955131,-4.691773067873358,-0.18613368347075138
2011,6.967649910622437,1.7247662636768244,5.346914055184478,1.6207358554379585,-0.43541043768050464,0.5476237345064401,1.1771425291703843,-0.18388679337678776
